Name,URL,Image,Type,Interface,Capacity,Price / GB,Color,Price
Toshiba Canvio Basics 3.0,https://pcpartpicker.com/product/R4K7YJ/toshiba-external-hard-drive-hdtb120xk3ca,https://cdna.pcpartpicker.com/static/forever/images/product/b4cf492f2598c616dca925fd262860d1.256p.jpg,Portable,USB Type-A 3.2 Gen 1,2000 GB,,,
Seagate Backup Plus Slim,https://pcpartpicker.com/product/M3K7YJ/seagate-external-hard-drive-stdr2000103,https://m.media-amazon.com/images/I/21TI5mITFDL.jpg,Portable,USB Type-A 3.2 Gen 1,2000 GB,,,
Seagate Backup Plus,https://pcpartpicker.com/product/f87wrH/seagate-external-hard-drive-stdr2000100,https://cdna.pcpartpicker.com/static/forever/images/product/40206b14ba80836113d364bb877efcdf.256p.jpg,Portable,USB Type-A 3.2 Gen 1,2000 GB,,,
Western Digital ELEMENTS,https://pcpartpicker.com/product/B2phP6/western-digital-external-hard-drive-wdbuzg5000abknesn,https://m.media-amazon.com/images/I/41WV156ukHL.jpg,Portable,USB Type-A 3.2 Gen 1,500 GB,,,
Western Digital My Passport Studio,https://pcpartpicker.com/product/6TsKHx/western-digital-external-hard-drive-wdbu4m0020bbknesn,https://images-na.ssl-images-amazon.com/images/I/41mmAA76NML.jpg,Portable,"IEEE 1394B 9-Pin, USB Type-A 2.0",2000 GB,,,
LaCie Rugged,https://pcpartpicker.com/product/npyFf7/lacie-external-hard-drive-301984,https://m.media-amazon.com/images/I/41CVyXQ-VhL.jpg,Portable,"IEEE 1394B 9-Pin, USB Type-A 3.2 Gen 1",1000 GB,,,
Buffalo Technology MiniStation Extreme,https://pcpartpicker.com/product/7yvRsY/buffalo-technology-external-hard-drive-hdpz500u3s,/static/forever/img/no-image.png,Portable,USB Type-A 3.2 Gen 1,500 GB,,,
Western Digital easystore,https://pcpartpicker.com/product/zXytt6/western-digital-easystore-8-tb-external-hard-drive-wdbama0080hbk-nesn,https://cdna.pcpartpicker.com/static/forever/images/product/2210dfe3c130de15978b993312dc09b6.256p.jpg,Desktop,"USB Type-A 2.0, USB Type-A 3.2 Gen 1",8000 GB,$0.028,Black,224.99
Kingston XS1000,https://pcpartpicker.com/product/G8bRsY/kingston-xs1000-1-tb-external-ssd-sxs10001000g,https://cdna.pcpartpicker.com/static/forever/images/product/9c85da5d4b5eba4e9d237d89994c2fa2.256p.jpg,Portable,USB Type-C 3.2 Gen 2,1000 GB,$0.150,Black,149.99
TEAMGROUP PD20M Mag,https://pcpartpicker.com/product/gcsV3C/teamgroup-pd20m-mag-2-tb-external-ssd-tpseg2002t0c108,https://cdna.pcpartpicker.com/static/forever/images/product/1ac43c4f91e78148493260cb6b03c65a.256p.jpg,Portable,USB Type-C 3.2 Gen 2,2000 GB,$0.099,Black,198.99
KIOXIA EXCERIA PLUS,https://pcpartpicker.com/product/QqTp99/kioxia-exceria-plus-1-tb-external-ssd-lxd10s001tg8,https://cdna.pcpartpicker.com/static/forever/images/product/6caf074ccb3de8a99af44c2f869cd07c.256p.jpg,Portable,USB Type-C 3.2 Gen 2,1000 GB,,Gray,
Crucial X6,https://pcpartpicker.com/product/ZTQcCJ/crucial-x6-4-tb-external-ssd-ct4000x6ssd9,https://cdna.pcpartpicker.com/static/forever/images/product/c5c07a19e1b29b707eedfd9b1b6d3bea.256p.jpg,Portable,USB Type-C 3.2 Gen 2,4000 GB,$0.100,Black,399.99
Corsair EX400U,https://pcpartpicker.com/product/LZZWGX/corsair-ex400u-1-tb-external-ssd-cssd-ex400u1tb,https://cdna.pcpartpicker.com/static/forever/images/product/828b8a7dc129a36eab7452c860af056a.256p.jpg,Portable,USB Type-C 4.0 Gen 3x2,1000 GB,,Black,
TEAMGROUP M200,https://pcpartpicker.com/product/xsDQzy/teamgroup-m200-2-tb-external-ssd-t8fed9002t0c102,https://m.media-amazon.com/images/I/31hnXhRdY+L.jpg,Portable,USB Type-C 3.2 Gen 2x2,2000 GB,$0.110,Black,219.99
Seagate One Touch,https://pcpartpicker.com/product/CnxRsY/seagate-one-touch-2-tb-external-hard-drive-stkb2000403,https://cdna.pcpartpicker.com/static/forever/images/product/c2f72b13e02526a18792726c0d6235cf.256p.jpg,Portable,USB Type-A 3.2 Gen 1,2000 GB,,Red,
Western Digital My Passport,https://pcpartpicker.com/product/2nWBD3/western-digital-2-tb-external-hard-drive-wdbyvg0020brd-wesn,https://cdna.pcpartpicker.com/static/forever/images/product/db8c48e19ead2c5aae8bac6a1f1e6cf0.256p.jpg,Portable,USB Type-A 3.2 Gen 1,2000 GB,$0.052,Red,104.99
Seagate Backup Plus Ultra Touch,https://pcpartpicker.com/product/cBw7YJ/seagate-backup-plus-ultra-touch-1-tb-external-hard-drive-sthh1000400,https://cdna.pcpartpicker.com/static/forever/images/product/6324d844f1e430c7417473a595aaee10.256p.jpg,Portable,USB Type-A 3.2 Gen 1,1000 GB,,Black,
TEAMGROUP M200,https://pcpartpicker.com/product/mrNYcf/teamgroup-m200-500-gb-external-ssd-t8fed9500g0c102,https://cdna.pcpartpicker.com/static/forever/images/product/644ef5d868fe73129a97373c80c5567c.256p.jpg,Portable,USB Type-C 3.2 Gen 2x2,500 GB,,Black,
TEAMGROUP PD1000,https://pcpartpicker.com/product/RvXV3C/teamgroup-pd1000-1-tb-external-ssd-t8fed6001t0c108,https://cdna.pcpartpicker.com/static/forever/images/product/cd848e72cadcabe963b21660a06ce411.256p.jpg,Portable,USB Type-C 3.2 Gen 2,1000 GB,$0.127,Teal,126.99
Lexar SL660 BLAZE,https://pcpartpicker.com/product/3dV2FT/lexar-sl660-blaze-512-gb-external-ssd-lsl660x512g-rnnnu,https://cdna.pcpartpicker.com/static/forever/images/product/bc9e7858729748d0699c6799f8b881a1.256p.jpg,Portable,USB Type-C 3.2 Gen 2x2,512 GB,,Black,
TEAMGROUP PD20M Mag,https://pcpartpicker.com/product/q2DQzy/teamgroup-pd20m-mag-1-tb-external-ssd-tpseg2001t0c108,https://cdna.pcpartpicker.com/static/forever/images/product/1ac43c4f91e78148493260cb6b03c65a.256p.jpg,Portable,USB Type-C 3.2 Gen 2,1000 GB,$0.145,Black,144.99
Seagate One Touch,https://pcpartpicker.com/product/dBKKHx/seagate-one-touch-12-tb-external-hard-drive-stlc12000400,https://cdna.pcpartpicker.com/static/forever/images/product/a3ab8ad288e6f94b6bed6d8b16b20048.256p.jpg,Desktop,USB Type-A 3.2 Gen 1,12000 GB,,Black,
Seagate STEB6000403,https://pcpartpicker.com/product/WQyqqs/seagate-6-tb-external-hard-drive-steb6000403,https://cdna.pcpartpicker.com/static/forever/images/product/17fe19c597f20beb9733644a7bc812d0.256p.jpg,Desktop,USB Type-A 3.2 Gen 1,6000 GB,$0.035,Black,209.99
Lexar Professional SL600,https://pcpartpicker.com/product/rWqrxr/lexar-professional-sl600-2-tb-external-ssd-lsl600x002t-rnbng,https://cdna.pcpartpicker.com/static/forever/images/product/9598a2f29195d1bef6f72d01d28670e2.256p.jpg,Portable,USB Type-C 3.2 Gen 2x2,2000 GB,$0.100,Black,199.99
Sabrent Rocket Nano V2,https://pcpartpicker.com/product/w7GhP6/sabrent-rocket-nano-v2-2-tb-external-ssd-sb-2tb-nav2,https://cdna.pcpartpicker.com/static/forever/images/product/1924408f7cb5d1d88b1f7546f64bb9a1.256p.jpg,Portable,USB Type-C 3.2 Gen 2x2,2000 GB,,Black,
Samsung T7 Shield,https://pcpartpicker.com/product/rDYmP6/samsung-t7-shield-1-tb-external-ssd-mu-pe1t0ram,https://cdna.pcpartpicker.com/static/forever/images/product/4abc8bd39175c1c22db4085bd550e7f9.256p.jpg,Portable,USB Type-C 3.2 Gen 2,1000 GB,$0.225,Blue,224.99
Western Digital easystore,https://pcpartpicker.com/product/k8NYcf/western-digital-easystore-22-tb-external-hard-drive-wdbama0220hbk-nesn,https://cdna.pcpartpicker.com/static/forever/images/product/4e123a5c7c2288e4b5f1a5e62d79352f.256p.jpg,Desktop,USB Type-A,22000 GB,$0.021,Black,469.99
Seagate Backup Plus Hub,https://pcpartpicker.com/product/fjGbt6/seagate-backup-plus-hub-14-tb-external-hard-drive-stel14000400,https://cdna.pcpartpicker.com/static/forever/images/product/90044f5080a1044bb9157f99d74e3f95.256p.jpg,Desktop,USB Type-A 3.2 Gen 1,14000 GB,,Black,
Seagate Backup Plus,https://pcpartpicker.com/product/tGW9TW/seagate-external-hard-drive-stdt2000100,https://images-na.ssl-images-amazon.com/images/I/41%2BCJcBmO2L.jpg,Desktop,USB Type-A 3.2 Gen 1,2000 GB,$0.075,,149.99
Western Digital My Book,https://pcpartpicker.com/product/HXTmP6/western-digital-external-hard-drive-wdbfjk0020hbknesn,https://m.media-amazon.com/images/I/31eMZKW+ImL.jpg,Desktop,USB Type-A 3.2 Gen 1,2000 GB,$0.080,,159.99
Corsair EX300U,https://pcpartpicker.com/product/Nnrp99/corsair-ex300u-4-tb-external-ssd-cssd-ex300u4tb,https://cdna.pcpartpicker.com/static/forever/images/product/8c2e0af3adc332b7e3d19e3d77098f91.256p.jpg,Portable,USB Type-C 3.2 Gen 2,4000 GB,$0.110,Black,439.99
TEAMGROUP PD20 Eco Mini,https://pcpartpicker.com/product/YtjRsY/teamgroup-pd20-eco-mini-4-tb-external-ssd-tpseg4004t0c102,https://cdna.pcpartpicker.com/static/forever/images/product/e9fb411c1ca8a5bd9f8914a6668607cc.256p.jpg,Portable,USB Type-C,4000 GB,$0.096,White / Green,385.99
Lexar ARMOR 700,https://pcpartpicker.com/product/W4cgXL/lexar-armor-700-2-tb-external-ssd-lar700x002t-rnbng,https://cdna.pcpartpicker.com/static/forever/images/product/4417412c6baf3790680ba75f2b25bc8c.256p.jpg,Portable,USB Type-C 3.2 Gen 2x2,2000 GB,$0.217,Black,434.99
TEAMGROUP M200,https://pcpartpicker.com/product/8rNYcf/teamgroup-m200-1-tb-external-ssd-t8fed9001t0c102,https://cdna.pcpartpicker.com/static/forever/images/product/1e75d7c72e5953af52d3d0f9ac6166f6.256p.jpg,Portable,USB Type-C 3.2 Gen 2x2,1000 GB,$0.140,Black,139.99
TEAMGROUP T-Create CinemaPr P31,https://pcpartpicker.com/product/7MWJ7P/teamgroup-t-create-cinemapr-p31-2-tb-external-ssd-tpsefy002t0c302,https://m.media-amazon.com/images/I/31BhcbsK42L.jpg,Portable,USB Type-C 3.2 Gen 2x2,2000 GB,,Black,
Lexar Professional SL600,https://pcpartpicker.com/product/2TcgXL/lexar-professional-sl600-1-tb-external-ssd-lsl600x001t-rnbng,https://cdna.pcpartpicker.com/static/forever/images/product/9598a2f29195d1bef6f72d01d28670e2.256p.jpg,Portable,USB Type-C 3.2 Gen 2x2,1000 GB,,Black,
Lexar SL200,https://pcpartpicker.com/product/8Xrqqs/lexar-sl200-2-tb-external-ssd-lsl200x002t-rnnnu,https://cdna.pcpartpicker.com/static/forever/images/product/679e0c73dab795ff535c5b7fc9c466b9.256p.jpg,Portable,USB Type-C 3.2 Gen 1,2000 GB,,Black,
Sabrent Rocket Nano Rugged,https://pcpartpicker.com/product/yDV2FT/sabrent-rocket-nano-rugged-1-tb-external-ssd-sb-1tb-nawp,https://cdna.pcpartpicker.com/static/forever/images/product/4de327fbeb6dc7d02c5cec4c2463c959.256p.jpg,Portable,USB Type-C 3.2 Gen 2,1000 GB,$0.260,Silver,259.99
Sabrent Rocket Nano,https://pcpartpicker.com/product/NJDQzy/sabrent-rocket-nano-2-tb-external-ssd-sb-2tb-nano,https://cdna.pcpartpicker.com/static/forever/images/product/6ebcabc4687c960973ec96ca54f0abe1.256p.jpg,Portable,USB Type-C 3.2 Gen 2,2000 GB,$0.149,Silver,298.99
Apricorn Aegis Padlock 3.0,https://pcpartpicker.com/product/6j9wrH/apricorn-aegis-padlock-30-256-gb-external-ssd-a25-3pl256-s256,https://cdna.pcpartpicker.com/static/forever/images/product/0c576987c8d931cb62780f4b539a5163.256p.jpg,Portable,USB Type-A 3.2 Gen 1,256 GB,$0.680,Black,173.99
Silicon Power Bolt B75,https://pcpartpicker.com/product/B4Jp99/silicon-power-bolt-b75-512-gb-external-ssd-sp512gbpsdb75scs,/static/forever/img/no-image.png,Portable,USB Type-C 3.2 Gen 1,512 GB,,Silver,
Silicon Power Bolt B75 Pro,https://pcpartpicker.com/product/8X3NnQ/silicon-power-bolt-b75-pro-512-gb-external-ssd-sp512gbpsd75psck,https://m.media-amazon.com/images/I/311cfnrGx0L.jpg,Portable,USB Type-C 3.2 Gen 2,512 GB,,Black,
Silicon Power PC60,https://pcpartpicker.com/product/3dvD4D/silicon-power-pc60-960-gb-external-ssd-sp960gbpsdpc60ck,https://cdna.pcpartpicker.com/static/forever/images/product/267824bbd9db6990a25e2f53b8ce5ff7.256p.jpg,Portable,USB Type-C 3.2 Gen 2,960 GB,$0.170,Black,163.62
Seagate One Touch,https://pcpartpicker.com/product/DdZ9TW/seagate-one-touch-2-tb-external-hard-drive-stkb2000402,https://cdna.pcpartpicker.com/static/forever/images/product/dba33ed9633d3cd1ac3c8ae49b876ff7.256p.jpg,Portable,USB Type-A 3.2 Gen 1,2000 GB,,Blue,
Seagate One Touch,https://pcpartpicker.com/product/BpC48d/seagate-one-touch-1-tb-external-hard-drive-stkg1000401,https://cdna.pcpartpicker.com/static/forever/images/product/493c2644f5400ce8541f52a2aabeddfd.256p.jpg,Portable,"USB Type-A 3.2 Gen 2, USB Type-C 3.2 Gen 2",1000 GB,,Silver,
Western Digital My Passport,https://pcpartpicker.com/product/jCfFf7/western-digital-4-tb-external-hard-drive-wdbpkj0040brd-wesn,https://cdna.pcpartpicker.com/static/forever/images/product/a48e57294081d3d5d0c8000f5f770b4a.256p.jpg,Portable,USB Type-A 3.2 Gen 1,4000 GB,$0.032,Red,129.99
Samsung T7 Portable,https://pcpartpicker.com/product/kThmP6/samsung-t7-portable-2-tb-external-ssd-mu-pc2t0ram,https://cdna.pcpartpicker.com/static/forever/images/product/435b6cedbd6cf658ef4df939228b6666.256p.jpg,Portable,USB Type-C 3.2 Gen 1,2000 GB,,Red / Silver,
Samsung T7 Portable,https://pcpartpicker.com/product/8KmFf7/samsung-t7-portable-500-gb-external-ssd-mu-pc500ram,https://cdna.pcpartpicker.com/static/forever/images/product/435b6cedbd6cf658ef4df939228b6666.256p.jpg,Portable,USB Type-C 3.2 Gen 1,500 GB,,Red / Silver,
Seagate Backup Plus Ultra Touch,https://pcpartpicker.com/product/dMRzK8/seagate-backup-plus-ultra-touch-2-tb-external-hard-drive-sthh2000402,https://cdna.pcpartpicker.com/static/forever/images/product/cecb830aa9059f213f2e68e99ad42199.256p.jpg,Portable,USB Type-A 3.2 Gen 1,2000 GB,,White,
Seagate Backup Plus,https://pcpartpicker.com/product/q87wrH/seagate-external-hard-drive-stds1000100,https://m.media-amazon.com/images/I/41wrEGKZSRL.jpg,Portable,USB Type-A 3.2 Gen 1,1000 GB,,,
Apricorn Aegis Padlock DT,https://pcpartpicker.com/product/HLLdnQ/apricorn-aegis-padlock-dt-22-tb-external-hard-drive-adt-3pl256-22tb,https://cdna.pcpartpicker.com/static/forever/images/product/458052bac4afb1692f9afd1e90bb2359.256p.jpg,Desktop,USB Type-A 3.2 Gen 1,22000 GB,$0.055,Black,1213.99
Apricorn Aegis Padlock DT,https://pcpartpicker.com/product/vCP8TW/apricorn-aegis-padlock-dt-16-tb-external-hard-drive-adt-3pl256-16tb,https://cdna.pcpartpicker.com/static/forever/images/product/8f598ef1536fca75aab949f58e2d9cb4.256p.jpg,Desktop,USB Type-A 3.2 Gen 1,16000 GB,$0.050,Black,802.99
Apricorn Aegis Padlock DT,https://pcpartpicker.com/product/J2GhP6/apricorn-aegis-padlock-dt-12-tb-external-hard-drive-adt-3pl256-12tb,https://cdna.pcpartpicker.com/static/forever/images/product/a93476bc58ad906296d0da6928acff47.256p.jpg,Desktop,USB Type-A 3.2 Gen 1,12000 GB,$0.061,Black,737.99
Apricorn Aegis Padlock DT,https://pcpartpicker.com/product/PLLdnQ/apricorn-aegis-padlock-dt-10-tb-external-hard-drive-adt-3pl256-10tb,https://m.media-amazon.com/images/I/41yryKcGacL.jpg,Desktop,USB Type-A 3.2 Gen 1,10000 GB,$0.066,Black,661.99
Apricorn Aegis Padlock DT,https://pcpartpicker.com/product/dwJp99/apricorn-aegis-padlock-dt-8-tb-external-hard-drive-adt-3pl256-8000,https://cdna.pcpartpicker.com/static/forever/images/product/a023cad132b1f8ba4bc761093edd26f5.256p.jpg,Desktop,USB Type-A 3.2 Gen 1,8000 GB,$0.064,Black,515.99
Apricorn Padlock DT FIPS,https://pcpartpicker.com/product/CvQKHx/apricorn-padlock-dt-fips-20-tb-external-hard-drive-adt-3pl256f-20tb,https://cdna.pcpartpicker.com/static/forever/images/product/2443d96260e1091d8a6c0ed032f23536.256p.jpg,Desktop,USB Type-A 3.2 Gen 1,20000 GB,$0.050,Black,999.99
Apricorn Padlock DT FIPS,https://pcpartpicker.com/product/wvBhP6/apricorn-padlock-dt-fips-12-tb-external-hard-drive-adt-3pl256f-12tb,https://cdna.pcpartpicker.com/static/forever/images/product/5d01e91d791fe796fe0b9433ce61b1ce.256p.jpg,Desktop,USB Type-A 3.2 Gen 1,12000 GB,$0.063,Black,754.99
Apricorn Padlock DT FIPS,https://pcpartpicker.com/product/wF9wrH/apricorn-padlock-dt-fips-10-tb-external-hard-drive-adt-3pl256f-10tb,https://cdna.pcpartpicker.com/static/forever/images/product/9e189086a8039c9edb34684be9545050.256p.jpg,Desktop,USB Type-A 3.2 Gen 1,10000 GB,$0.066,Black,661.99
Apricorn Padlock DT FIPS,https://pcpartpicker.com/product/MKQKHx/apricorn-padlock-dt-fips-8-tb-external-hard-drive-adt-3pl256f-8000,https://cdna.pcpartpicker.com/static/forever/images/product/bc9b4482bde4b36afe1a6c1e6d59b017.256p.jpg,Desktop,USB Type-A 3.2 Gen 1,8000 GB,$0.064,Black,515.99
Apricorn Padlock DT FIPS,https://pcpartpicker.com/product/G6grxr/apricorn-padlock-dt-fips-6-tb-external-hard-drive-adt-3pl256f-6000,https://cdna.pcpartpicker.com/static/forever/images/product/5d01e91d791fe796fe0b9433ce61b1ce.256p.jpg,Desktop,USB Type-A 3.2 Gen 1,6000 GB,$0.077,Black,464.21
Apricorn Padlock DT FIPS,https://pcpartpicker.com/product/LKQKHx/apricorn-padlock-dt-fips-4-tb-external-hard-drive-adt-3pl256f-4000,https://cdna.pcpartpicker.com/static/forever/images/product/6a816dfe720785307b8cc472b3d645fc.256p.jpg,Desktop,USB Type-A 3.2 Gen 1,4000 GB,$0.086,Black,342.99
Apricorn Padlock DT FIPS,https://pcpartpicker.com/product/NTxxFT/apricorn-padlock-dt-fips-2-tb-external-hard-drive-adt-3pl256f-2000,https://cdna.pcpartpicker.com/static/forever/images/product/32b522228e90a4f2996a179aff420d73.256p.jpg,Desktop,USB Type-A 3.2 Gen 1,2000 GB,$0.124,Black,247.56
Koss Kanguru Ultra,https://pcpartpicker.com/product/fcPQzy/koss-kanguru-ultra-2-tb-external-ssd-u3nvmwp2t,https://cdna.pcpartpicker.com/static/forever/images/product/96f3045b604308bac7ef2e1bef8c0108.256p.jpg,Desktop,USB Type-C,2000 GB,,Black,
Seagate One Touch,https://pcpartpicker.com/product/YcJgXL/seagate-one-touch-14-tb-external-hard-drive-stlc14000400,https://cdna.pcpartpicker.com/static/forever/images/product/a3ab8ad288e6f94b6bed6d8b16b20048.256p.jpg,Desktop,USB Type-A 3.2 Gen 1,14000 GB,,Black,
Seagate  Backup Plus,https://pcpartpicker.com/product/qd3RsY/seagate-backup-plus-4-tb-external-hard-drive-stca4000100,https://m.media-amazon.com/images/I/31JH-8xBRsL.jpg,Desktop,USB Type-A 3.2 Gen 1,4000 GB,,Black,
Western Digital easystore,https://pcpartpicker.com/product/BzfnTW/western-digital-easystore-12-tb-external-hard-drive-wdbama0120hbk-nesn,https://cdna.pcpartpicker.com/static/forever/images/product/2222952c06b29f40e3b2e8fc94f322ac.256p.jpg,Desktop,"USB Type-A 2.0, USB Type-A 3.2 Gen 1",12000 GB,,Black,
LaCie Porsche Design,https://pcpartpicker.com/product/xxstt6/lacie-porsche-design-2-tb-external-hard-drive-lac9000459,https://m.media-amazon.com/images/I/41yYWGKMQsL.jpg,Desktop,USB Type-A 3.2 Gen 1,2000 GB,,Silver,
Western Digital easystore,https://pcpartpicker.com/product/CRrYcf/western-digital-easystore-14-tb-external-hard-drive-wdbama0140hbk-nesn,https://cdna.pcpartpicker.com/static/forever/images/product/fadc79cc40e5daabd25a5b23d1ce1a09.256p.jpg,Desktop,USB Type-A 3.2 Gen 1,14000 GB,,Black,
Western Digital easystore,https://pcpartpicker.com/product/xjhmP6/western-digital-easystore-10-tb-external-hard-drive-wdbcka0100hbk-nesn,https://images-na.ssl-images-amazon.com/images/I/31xIFOKGtPL.jpg,Desktop,USB Type-A 3.2 Gen 2,10000 GB,,Black,
Western Digital My Book,https://pcpartpicker.com/product/2sK2FT/western-digital-my-book-10-tb-external-hard-drive-wdbbgb0100hbk-nesn,https://cdna.pcpartpicker.com/static/forever/images/product/6cd501cfb1769acfc7653b5a7597dbdd.256p.jpg,Desktop,USB Type-A 3.2 Gen 1,10000 GB,,Black,
Verbatim 99399,https://pcpartpicker.com/product/QFvbt6/verbatim-4-tb-external-hard-drive-99399,https://cdna.pcpartpicker.com/static/forever/images/product/accda46d7fd1149854f40d978b582078.256p.jpg,Desktop,USB Type-A 3.2 Gen 1,4000 GB,,Black,
Western Digital My Book Duo,https://pcpartpicker.com/product/QdH8TW/western-digital-my-book-duo-12-tb-external-hard-drive-wdbfbe0120jbk-nesn,https://cdna.pcpartpicker.com/static/forever/images/product/1cc14d5c9561655e3e61b1b5824ff4a9.256p.jpg,Desktop,"USB Type-A 3.2 Gen 1, USB Type-C 3.2 Gen 1",12000 GB,,Black,
Western Digital My Book Duo,https://pcpartpicker.com/product/KqRgXL/western-digital-my-book-duo-8-tb-external-hard-drive-wdbfbe0080jbk-nesn,https://cdna.pcpartpicker.com/static/forever/images/product/1cc14d5c9561655e3e61b1b5824ff4a9.256p.jpg,Desktop,"USB Type-A 3.2 Gen 1, USB Type-C 3.2 Gen 1",8000 GB,,Black,
Western Digital My Book Duo,https://pcpartpicker.com/product/qHGnTW/western-digital-my-book-duo-6-tb-external-hard-drive-wdbfbe0060jbk-nesn,https://cdna.pcpartpicker.com/static/forever/images/product/1cc14d5c9561655e3e61b1b5824ff4a9.256p.jpg,Desktop,"USB Type-A 3.2 Gen 1, USB Type-C 3.2 Gen 1",6000 GB,,Black,
Western Digital My Book,https://pcpartpicker.com/product/npBTwP/western-digital-my-book-3tb-external-hard-drive-wdbbgb0030hbk-nesn,https://m.media-amazon.com/images/I/31BjN66m+rL.jpg,Desktop,USB Type-A 3.2 Gen 1,3000 GB,,Black,
Seagate Backup Plus Hub,https://pcpartpicker.com/product/7Q66Mp/seagate-backup-plus-hub-10tb-external-hard-drive-stel10000400,https://cdna.pcpartpicker.com/static/forever/images/product/110922cc0212a27f0e6a70527634ad47.256p.jpg,Desktop,USB Type-A 3.2 Gen 1,10000 GB,,Black,
G-Technology G-DRIVE,https://pcpartpicker.com/product/QLL7YJ/g-technology-3tb-external-hard-drive-0g02534,/static/forever/img/no-image.png,Desktop,"IEEE 1394B 9-Pin, eSATA 6.0 Gb/s, USB Type-A 3.2 Gen 1",3000 GB,,,
Western Digital My Book,https://pcpartpicker.com/product/MtXfrH/western-digital-external-hard-drive-wdbfjk0060hbknesn,https://m.media-amazon.com/images/I/31p7GB-CRJL.jpg,Desktop,USB Type-A 3.2 Gen 1,6000 GB,,,
Edge Tech EDGDG-236236-PE,https://pcpartpicker.com/product/Jm8H99/edge-tech-external-hard-drive-edgdg236236pe,/static/forever/img/no-image.png,Desktop,USB Type-A 3.2 Gen 1,4000 GB,,,
Buslink CipherShield,https://pcpartpicker.com/product/qhqbt6/buslink-external-hard-drive-cse6tu3kkb,https://m.media-amazon.com/images/I/41VyGmHvICL.jpg,Desktop,USB Type-A 3.2 Gen 1,6000 GB,,,
LaCie Porsche Design,https://pcpartpicker.com/product/pycMnQ/lacie-external-hard-drive-9000604,https://m.media-amazon.com/images/I/31LGpBe318L.jpg,Desktop,USB Type-A 3.2 Gen 1,8000 GB,,,
Transcend StoreJet 35T3,https://pcpartpicker.com/product/Fr2kcf/transcend-external-hard-drive-ts2tsj35t3,https://m.media-amazon.com/images/I/31nauM3O7CL.jpg,Desktop,USB Type-A 3.2 Gen 1,2000 GB,,,
Transcend StoreJet 35T3,https://pcpartpicker.com/product/MDphP6/transcend-external-hard-drive-ts3tsj35t3,https://m.media-amazon.com/images/I/31nauM3O7CL.jpg,Desktop,USB Type-A 3.2 Gen 1,3000 GB,,,
Imation Apollo Pro UX,https://pcpartpicker.com/product/bf6BD3/imation-external-hard-drive-27385,https://cdna.pcpartpicker.com/static/forever/images/product/c276ff3ed90321a07ba7ebe62f81b88a.256p.jpg,Desktop,USB Type-A 2.0,1000 GB,,,
Apricorn Aegis Padlock DT,https://pcpartpicker.com/product/PL6BD3/apricom-external-hard-drive-adt3pl1281000,/static/forever/img/no-image.png,Desktop,USB Type-A 3.2 Gen 1,1000 GB,,,
Buslink CSC-2T-U3,https://pcpartpicker.com/product/sH6BD3/buslink-external-hard-drive-csc2tu3,https://cdna.pcpartpicker.com/static/forever/images/product/26756797a22058d15a742b9ec02f83e1.256p.jpg,Desktop,USB Type-A 3.2 Gen 1,2000 GB,,,
Buslink CSC-1T-U2,https://pcpartpicker.com/product/gCfp99/buslink-external-hard-drive-csc1tu2,/static/forever/img/no-image.png,Desktop,USB Type-A 2.0,1000 GB,,,
Buslink CRF-2T-U2,https://pcpartpicker.com/product/XMnG3C/buslink-external-hard-drive-crf2tu2,/static/forever/img/no-image.png,Desktop,USB Type-A 2.0,2000 GB,,,
Axiom USB3HD35S500-AX,https://pcpartpicker.com/product/3Zg323/axiom-external-hard-drive-usb3hd35s500ax,https://m.media-amazon.com/images/I/11040n58gEL.jpg,Desktop,,500 GB,,,
Axiom USB3HD35S3TB-AX,https://pcpartpicker.com/product/tn3RsY/axiom-external-hard-drive-usb3hd35s3tbax,https://images-na.ssl-images-amazon.com/images/I/415-nHKb%2B1L.jpg,Desktop,USB Type-A 3.2 Gen 1,3000 GB,,,
Axiom USB3HD35S2TB-AX,https://pcpartpicker.com/product/j9fp99/axiom-external-hard-drive-usb3hd35s2tbax,https://images-na.ssl-images-amazon.com/images/I/415-nHKb%2B1L.jpg,Desktop,USB Type-A 3.2 Gen 1,2000 GB,,,
Axiom USB3HD35S250-AX,https://pcpartpicker.com/product/8JvRsY/axiom-external-hard-drive-usb3hd35s250ax,https://images-na.ssl-images-amazon.com/images/I/415-nHKb%2B1L.jpg,Desktop,,250 GB,,,
Axiom USB3HD35S1TB-AX,https://pcpartpicker.com/product/K4R48d/axiom-external-hard-drive-usb3hd35s1tbax,https://m.media-amazon.com/images/I/11040n58gEL.jpg,Desktop,USB Type-A 3.2 Gen 1,1000 GB,,,
Apricorn Aegis Padlock DT,https://pcpartpicker.com/product/sm4gXL/apricorn-aegis-padlock-dt-2-tb-external-hard-drive-adt-3pl256-2000,https://cdna.pcpartpicker.com/static/forever/images/product/7ef7c3cf5dfdbc154c4467d604623473.256p.jpg,Desktop,USB Type-A 3.2 Gen 1,2000 GB,$0.119,Black,237.63
Apricorn Aegis Padlock DT,https://pcpartpicker.com/product/HRLypg/apricom-external-hard-drive-adt3pl2561000,https://m.media-amazon.com/images/I/31yAMuUjytL.jpg,Desktop,USB Type-A 3.2 Gen 1,1000 GB,,,
Apricorn Aegis Padlock DT,https://pcpartpicker.com/product/sG7wrH/apricom-external-hard-drive-adt3pl1282000,/static/forever/img/no-image.png,Desktop,USB Type-A 3.2 Gen 1,2000 GB,,,
