Name,Manufacturer,Part #,Speed,Form Factor,Modules,Price / GB,Color,First Word Latency,CAS Latency,Voltage,Timing,ECC / Registered,Heat Spreader
GeIL Super Luce 16 GB,GeIL ,GLR416GB3000C16DC ,DDR4-3000 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Black / Red ,10.667 ns ,16 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
GeIL Super Luce 16 GB,GeIL ,GLR416GB3200C16DC ,DDR4-3000 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Black / Red ,10.667 ns ,16 ,1.2 V ,,Non-ECC / Unbuffered ,Yes 
GeIL Super Luce 16 GB,GeIL ,GLWB416GB2400C15DC ,DDR4-2400 ,288-pin DIMM (DDR4) ,2 x 8GB ,,White / Blue ,12.5 ns ,15 ,1.2 V ,,Non-ECC / Unbuffered ,Yes 
GeIL Super Luce 16 GB,GeIL ,GLWB416GB3000C16DC ,DDR4-3000 ,288-pin DIMM (DDR4) ,2 x 8GB ,,White / Blue ,10.667 ns ,16 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
GeIL Super Luce 16 GB,GeIL ,GLWB416GB3200C16DC ,DDR4-3000 ,288-pin DIMM (DDR4) ,2 x 8GB ,,White / Blue ,10.667 ns ,16 ,1.2 V ,,Non-ECC / Unbuffered ,Yes 
GeIL Super Luce 16 GB,GeIL ,GLWR416GB2400C15DC ,DDR4-2400 ,288-pin DIMM (DDR4) ,2 x 8GB ,,White / Red ,12.5 ns ,15 ,1.2 V ,,Non-ECC / Unbuffered ,Yes 
GeIL Super Luce 16 GB,GeIL ,GLWR416GB3000C16DC ,DDR4-3000 ,288-pin DIMM (DDR4) ,2 x 8GB ,,White / Red ,10.667 ns ,16 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
GeIL Super Luce 16 GB,GeIL ,GLWR416GB3200C16DC ,DDR4-3000 ,288-pin DIMM (DDR4) ,2 x 8GB ,,White / Red ,10.667 ns ,16 ,1.2 V ,,Non-ECC / Unbuffered ,Yes 
GeIL Super Luce 16 GB,GeIL ,GLWW416GB3000C16DC ,DDR4-3000 ,288-pin DIMM (DDR4) ,2 x 8GB ,,White ,10.667 ns ,16 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
GeIL Super Luce 16 GB,GeIL ,GLWW416GB3200C16DC ,DDR4-3000 ,288-pin DIMM (DDR4) ,2 x 8GB ,,White ,10.667 ns ,16 ,1.2 V ,,Non-ECC / Unbuffered ,Yes 
GeIL EVO POTENZA 16 GB,GeIL ,GPR416GB2400C15DC ,DDR4-2400 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Black / Red ,12.5 ns ,15 ,1.2 V ,,Non-ECC / Unbuffered ,Yes 
GeIL EVO POTENZA 16 GB,GeIL ,GPR416GB3000C15ADC ,DDR4-3000 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Black / Red ,10 ns ,15 ,1.2 V ,,Non-ECC / Unbuffered ,Yes 
GeIL EVO POTENZA 8 GB,GeIL ,GPR48GB3000C15ADC ,DDR4-3000 ,288-pin DIMM (DDR4) ,2 x 4GB ,,Black / Red ,10 ns ,15 ,1.2 V ,,Non-ECC / Unbuffered ,Yes 
GeIL EVO POTENZA 8 GB,GeIL ,GPR48GB4000C19DC ,DDR4-4000 ,288-pin DIMM (DDR4) ,2 x 4GB ,,Black / Red ,9.5 ns ,19 ,1.2 V ,,Non-ECC / Unbuffered ,Yes 
G.Skill Ripjaws 8 GB,G.Skill ,F4-2133C15S-8GRSB ,DDR4-2133 ,260-pin SODIMM (DDR4) ,1 x 8GB ,,Black / Blue ,14.065 ns ,15 ,1.2 V ,,Non-ECC / Unbuffered ,Yes 
G.Skill Ripjaws 8 GB,G.Skill ,F4-2666C18D-8GRS ,DDR4-2666 ,260-pin SODIMM (DDR4) ,2 x 4GB ,,Black / Blue ,13.503 ns ,18 ,1.2 V ,,Non-ECC / Unbuffered ,No 
G.Skill Ripjaws 16 GB,G.Skill ,F4-2800C18D-16GRS ,DDR4-2800 ,260-pin SODIMM (DDR4) ,2 x 8GB ,,Black / Blue ,12.857 ns ,18 ,1.2 V ,,Non-ECC / Unbuffered ,No 
G.Skill Ripjaws 32 GB,G.Skill ,F4-2800C18D-32GRS ,DDR4-2800 ,260-pin SODIMM (DDR4) ,2 x 16GB ,,Black / Blue ,12.857 ns ,18 ,1.2 V ,,Non-ECC / Unbuffered ,No 
G.Skill Ripjaws 32 GB,G.Skill ,F4-2800C18Q-32GRS ,DDR4-2800 ,260-pin SODIMM (DDR4) ,4 x 8GB ,,Black / Blue ,12.857 ns ,18 ,1.2 V ,,Non-ECC / Unbuffered ,No 
G.Skill Ripjaws 16 GB,G.Skill ,F4-2800C18S-16GRS ,DDR4-2800 ,260-pin SODIMM (DDR4) ,1 x 16GB ,,Black / Blue ,12.857 ns ,18 ,1.2 V ,,Non-ECC / Unbuffered ,No 
G.Skill Ripjaws V 64 GB,G.Skill ,F4-3000C14Q-64GVR ,DDR4-3000 ,288-pin DIMM (DDR4) ,4 x 16GB ,,Red ,9.333 ns ,14 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
G.Skill Ripjaws V 64 GB,G.Skill ,F4-3200C15Q-64GVR ,DDR4-3200 ,288-pin DIMM (DDR4) ,4 x 16GB ,,Red ,9.375 ns ,15 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
Corsair Vengeance Performance 8 GB,Corsair ,CMSX8GX4M2A2400C16 ,DDR4-2400 ,260-pin SODIMM (DDR4) ,2 x 4GB ,,Black ,13.333 ns ,16 ,1.2 V ,16-16-16-39 ,Non-ECC / Unbuffered ,No 
GeIL Super Luce 16 GB,GeIL ,GLB416GB2800C16DC ,DDR4-2800 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Black / Blue ,11.429 ns ,16 ,1.2 V ,,Non-ECC / Unbuffered ,Yes 
GeIL Super Luce 16 GB,GeIL ,GLR416GB2800C16DC ,DDR4-2800 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Black / Red ,11.429 ns ,16 ,1.2 V ,,Non-ECC / Unbuffered ,Yes 
GeIL Super Luce 16 GB,GeIL ,GLW416GB2800C16DC ,DDR4-2800 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Black / White ,11.429 ns ,16 ,1.2 V ,,Non-ECC / Unbuffered ,Yes 
GeIL Super Luce 16 GB,GeIL ,GLW416GB3200C16DC ,DDR4-3000 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Black / White ,10.667 ns ,16 ,1.2 V ,,Non-ECC / Unbuffered ,Yes 
GeIL Super Luce 16 GB,GeIL ,GLWR416GB2800C16DC ,DDR4-2800 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Black / Red ,11.429 ns ,16 ,1.2 V ,,Non-ECC / Unbuffered ,Yes 
GeIL Super Luce 16 GB,GeIL ,GLWW416GB2800C16DC ,DDR4-2800 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Black / Red ,11.429 ns ,16 ,1.2 V ,,Non-ECC / Unbuffered ,Yes 
GeIL EVO POTENZA 32 GB,GeIL ,GPR432GB2400C14DC ,DDR4-2400 ,288-pin DIMM (DDR4) ,2 x 16GB ,,Black / Red ,11.667 ns ,14 ,1.2 V ,,Non-ECC / Unbuffered ,Yes 
GeIL POTENZA 32 GB,GeIL ,GPR432GB3000C16QC ,DDR4-3000 ,288-pin DIMM (DDR4) ,4 x 8GB ,,Black / Red ,10.667 ns ,16 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z 16 GB,G.Skill ,F4-4133C19D-16GTZ ,DDR4-4133 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Red / Silver ,9.194 ns ,19 ,1.4 V ,,Non-ECC / Unbuffered ,Yes 
Kingston ValueRAM 16 GB,Kingston ,KVR21R15D4/16I ,DDR4-2133 ,288-pin DIMM (DDR4) ,1 x 16GB ,,Black / Green ,14.065 ns ,15 ,1.2 V ,,ECC / Registered ,No 
Kingston ValueRAM 8 GB,Kingston ,KVR21R15D8/8 ,DDR4-2133 ,288-pin DIMM (DDR4) ,1 x 8GB ,,Black / Green ,14.065 ns ,15 ,1.2 V ,,ECC / Registered ,No 
Kingston ValueRAM 16 GB,Kingston ,KVR21R15S8K4/16 ,DDR4-2133 ,288-pin DIMM (DDR4) ,4 x 4GB ,,Black / Green ,14.065 ns ,15 ,1.2 V ,,ECC / Registered ,No 
Panram Ninja-V 8 GB,Panram ,PUD43000C164G2NJK ,DDR4-3000 ,288-pin DIMM (DDR4) ,2 x 4GB ,,Black / Silver ,10.667 ns ,16 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
Panram Ninja-V 16 GB,Panram ,PUD43000C164G4NJK ,DDR4-3000 ,288-pin DIMM (DDR4) ,4 x 4GB ,,Black / Silver ,10.667 ns ,16 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
Panram Ninja-V 16 GB,Panram ,PUD43000C168G2NJK ,DDR4-3000 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Black / Silver ,10.667 ns ,16 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
Panram Ninja-V 16 GB,Panram ,PUD43000C168G2NJR ,DDR4-3000 ,288-pin DIMM (DDR4) ,4 x 4GB ,,Red / Silver ,10.667 ns ,16 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
Panram Ninja-V 8 GB,Panram ,PUD43866C184G2NJK ,DDR4-3866 ,288-pin DIMM (DDR4) ,2 x 4GB ,,Black / Silver ,9.312 ns ,18 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
Panram Value 8 GB,Panram ,PUD43000C168GVS ,DDR4-3000 ,288-pin DIMM (DDR4) ,1 x 8GB ,,Black ,10.667 ns ,16 ,1.35 V ,,Non-ECC / Unbuffered ,No 
Avexir Raiden 8 GB,Avexir ,AVD4UZ126661504G-2RD ,DDR4-2666 ,288-pin DIMM (DDR4) ,2 x 4GB ,,White / Blue ,11.253 ns ,15 ,1.2 V ,,Non-ECC / Unbuffered ,Yes 
Avexir Raiden 16 GB,Avexir ,AVD4UZ126661504G-4RD ,DDR4-2666 ,288-pin DIMM (DDR4) ,4 x 4GB ,,White / Blue ,11.253 ns ,15 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
Avexir Raiden 8 GB,Avexir ,AVD4UZ128001504G-2RD ,DDR4-2800 ,288-pin DIMM (DDR4) ,2 x 4GB ,,White / Blue ,10.714 ns ,15 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
Avexir Raiden 16 GB,Avexir ,AVD4UZ128001504G-4RD ,DDR4-2800 ,288-pin DIMM (DDR4) ,4 x 4GB ,,White / Blue ,10.714 ns ,15 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
Avexir Raiden 16 GB,Avexir ,AVD4UZ130001504G-4RD ,DDR4-3000 ,288-pin DIMM (DDR4) ,4 x 4GB ,,White / Blue ,10 ns ,15 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
Crucial Ballistix Sport LT 64 GB,Crucial ,BLS4K16G4D240FSC ,DDR4-2400 ,288-pin DIMM (DDR4) ,4 x 16GB ,,White ,13.333 ns ,16 ,1.2 V ,,Non-ECC / Unbuffered ,Yes 
GeIL EVO POTENZA 16 GB,GeIL ,GPR416GB3000C16DC ,DDR4-3000 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Red ,10.667 ns ,16 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z 64 GB,G.Skill ,F4-3400C16Q-64GTZ ,DDR4-3400 ,288-pin DIMM (DDR4) ,4 x 16GB ,,Red / Silver ,9.412 ns ,16 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
G.Skill Ripjaws V 64 GB,G.Skill ,F4-3400C16Q-64GVK ,DDR4-3400 ,288-pin DIMM (DDR4) ,4 x 16GB ,,Black ,9.412 ns ,16 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
G.Skill Ripjaws V 64 GB,G.Skill ,F4-3400C16Q-64GVR ,DDR4-3400 ,288-pin DIMM (DDR4) ,4 x 16GB ,,Red ,9.412 ns ,16 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z 16 GB,G.Skill ,F4-3733C17D-16GTZA ,DDR4-3733 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Red / Silver ,9.108 ns ,17 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
TEAMGROUP Xtreem 8 GB,TEAMGROUP ,TXD48G3866HC18ADC01 ,DDR4-3866 ,288-pin DIMM (DDR4) ,2 x 4GB ,,Black / Red ,9.312 ns ,18 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
Avexir Budget 4 GB,Avexir ,AVD3U13330904G-1BW ,DDR3-1333 ,240-pin DIMM (DDR3) ,1 x 4GB ,,Black ,13.503 ns ,9 ,1.5 V ,,Non-ECC / Unbuffered ,No 
Crucial Ballistix Elite 8 GB,Crucial ,BLE2K4G3D21BCE1J ,DDR3-2133 ,240-pin DIMM (DDR3) ,2 x 4GB ,,Black ,10.314 ns ,11 ,1.65 V ,,Non-ECC / Unbuffered ,Yes 
Crucial Ballistix Elite 16 GB,Crucial ,BLE2K8G3D21BCE1 ,DDR3-2133 ,240-pin DIMM (DDR3) ,2 x 8GB ,,Black ,10.314 ns ,11 ,1.65 V ,,Non-ECC / Unbuffered ,Yes 
Crucial Ballistix Elite 4 GB,Crucial ,BLE4G3D21BCE1J ,DDR3-2133 ,240-pin DIMM (DDR3) ,1 x 4GB ,,Black ,10.314 ns ,11 ,1.65 V ,,Non-ECC / Unbuffered ,Yes 
Crucial Ballistix Elite 8 GB,Crucial ,BLE8G3D21BCE1 ,DDR3-2133 ,240-pin DIMM (DDR3) ,1 x 8GB ,,Black ,10.314 ns ,11 ,1.65 V ,,Non-ECC / Unbuffered ,Yes 
Crucial CT2K51264BF186DJ 8 GB,Crucial ,CT2K51264BF186DJ ,DDR3-1866 ,204-pin SODIMM (DDR3) ,2 x 4GB ,,Black / Green ,13.934 ns ,13 ,1.35 V ,,Non-ECC / Unbuffered ,No 
Mushkin Essentials 4 GB,Mushkin ,MES3U1609M4G ,DDR3-1600 ,240-pin DIMM (DDR3) ,1 x 4GB ,,Black / Green ,11.25 ns ,9 ,1.35 V ,,Non-ECC / Unbuffered ,No 
Mushkin Essentials 8 GB,Mushkin ,MES3U1609M4GX2 ,DDR3-1600 ,240-pin DIMM (DDR3) ,2 x 4GB ,,Black / Green ,11.25 ns ,9 ,1.35 V ,,Non-ECC / Unbuffered ,No 
Mushkin Essentials 8 GB,Mushkin ,MES3U1609M8G ,DDR3-1600 ,240-pin DIMM (DDR3) ,1 x 8GB ,,Black / Green ,11.25 ns ,9 ,1.35 V ,,Non-ECC / Unbuffered ,No 
Mushkin Essentials 4 GB,Mushkin ,MES3U1609T4G ,DDR3-1600 ,240-pin DIMM (DDR3) ,1 x 4GB ,,Black / Green ,11.25 ns ,9 ,1.5 V ,,Non-ECC / Unbuffered ,No 
Mushkin Essentials 8 GB,Mushkin ,MES3U1609T4GX2 ,DDR3-1600 ,240-pin DIMM (DDR3) ,2 x 4GB ,,Black / Green ,11.25 ns ,9 ,1.5 V ,,Non-ECC / Unbuffered ,No 
Mushkin Essentials 8 GB,Mushkin ,MES3U1609T8G ,DDR3-1600 ,240-pin DIMM (DDR3) ,1 x 8GB ,,Black / Green ,11.25 ns ,9 ,1.5 V ,,Non-ECC / Unbuffered ,No 
Mushkin Essentials 16 GB,Mushkin ,MES3U1609T8GX2 ,DDR3-1600 ,240-pin DIMM (DDR3) ,2 x 8GB ,,Black / Green ,11.25 ns ,9 ,1.5 V ,,Non-ECC / Unbuffered ,No 
Samsung M393B2G70BH0-CMAQ8M 16 GB,Samsung ,M393B2G70BH0-CMAQ8M ,DDR3-1866 ,240-pin DIMM (DDR3) ,1 x 16GB ,,Black / Green ,13.934 ns ,13 ,1.5 V ,,ECC / Registered ,No 
TEAMGROUP Xtreem 8 GB,TEAMGROUP ,TXD48G3733HC17ADC01 ,DDR4-3733 ,288-pin DIMM (DDR4) ,2 x 4GB ,,Black / Red ,9.108 ns ,17 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
EVGA SuperSC 16 GB,EVGA ,8GX-D4-2800-MR ,DDR4-2800 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Black ,11.429 ns ,16 ,1.2 V ,,Non-ECC / Unbuffered ,Yes 
Corsair Vengeance LPX 16 GB,Corsair ,CMK16GX4M4C3200C15 ,DDR4-3200 ,288-pin DIMM (DDR4) ,4 x 4GB ,,Black / Yellow ,9.375 ns ,15 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
Corsair Vengeance LPX 32 GB,Corsair ,CMK32GX4M2B3000C15R ,DDR4-3000 ,288-pin DIMM (DDR4) ,2 x 16GB ,,Red ,10 ns ,15 ,1.35 V ,15-15-15-36 ,Non-ECC / Unbuffered ,Yes 
Corsair Vengeance LPX 32 GB,Corsair ,CMK32GX4M4B3466C16R ,DDR4-3466 ,288-pin DIMM (DDR4) ,4 x 8GB ,,Red ,9.233 ns ,16 ,1.35 V ,16-18-18-36 ,Non-ECC / Unbuffered ,Yes 
G.Skill Aegis 16 GB,G.Skill ,F4-2133C15Q-16GIS ,DDR4-2133 ,288-pin DIMM (DDR4) ,4 x 4GB ,,Black / Red ,14.065 ns ,15 ,1.2 V ,,Non-ECC / Unbuffered ,No 
G.Skill Ripjaws V 128 GB,G.Skill ,F4-3000C14Q2-128GVKD ,DDR4-3000 ,288-pin DIMM (DDR4) ,8 x 16GB ,,Black ,9.333 ns ,14 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
G.Skill Ripjaws V 128 GB,G.Skill ,F4-3000C14Q2-128GVRD ,DDR4-3000 ,288-pin DIMM (DDR4) ,8 x 16GB ,,Red ,9.333 ns ,14 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
Kingston Savage 4 GB,Kingston ,HX424C12SB2/4 ,DDR4-2400 ,288-pin DIMM (DDR4) ,1 x 4GB ,,Black ,10 ns ,12 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
Kingston Savage 16 GB,Kingston ,HX424C12SB2K4/16 ,DDR4-2400 ,288-pin DIMM (DDR4) ,4 x 4GB ,,Black ,10 ns ,12 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
Kingston Savage 4 GB,Kingston ,HX426C13SB2/4 ,DDR4-2666 ,288-pin DIMM (DDR4) ,1 x 4GB ,,Black ,9.752 ns ,13 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
Kingston Savage 8 GB,Kingston ,HX426C13SB2/8 ,DDR4-2666 ,288-pin DIMM (DDR4) ,1 x 8GB ,,Black ,9.752 ns ,13 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
Kingston Savage 16 GB,Kingston ,HX426C13SB2K4/16 ,DDR4-2666 ,288-pin DIMM (DDR4) ,4 x 4GB ,,Black ,9.752 ns ,13 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
Kingston Savage 32 GB,Kingston ,HX426C13SB2K4/32 ,DDR4-2666 ,288-pin DIMM (DDR4) ,4 x 8GB ,,Black ,9.752 ns ,13 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
Kingston Savage 4 GB,Kingston ,HX428C14SB2/4 ,DDR4-2800 ,288-pin DIMM (DDR4) ,1 x 4GB ,,Black ,10 ns ,14 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
Kingston Savage 8 GB,Kingston ,HX428C14SB2/8 ,DDR4-2800 ,288-pin DIMM (DDR4) ,1 x 8GB ,,Black ,10 ns ,14 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
Kingston Savage 16 GB,Kingston ,HX428C14SB2K4/16 ,DDR4-2800 ,288-pin DIMM (DDR4) ,4 x 4GB ,,Black ,10 ns ,14 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
Kingston Savage 32 GB,Kingston ,HX428C14SB2K4/32 ,DDR4-2800 ,288-pin DIMM (DDR4) ,4 x 8GB ,,Black ,10 ns ,14 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
Kingston Savage 64 GB,Kingston ,HX428C14SB2K8/64 ,DDR4-2800 ,288-pin DIMM (DDR4) ,8 x 8GB ,,Black ,10 ns ,14 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
Kingston Savage 4 GB,Kingston ,HX430C15SB2/4 ,DDR4-3000 ,288-pin DIMM (DDR4) ,1 x 4GB ,,Black ,10 ns ,15 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
Kingston Savage 8 GB,Kingston ,HX430C15SB2/8 ,DDR4-3000 ,288-pin DIMM (DDR4) ,1 x 8GB ,,Black ,10 ns ,15 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
Kingston Savage 16 GB,Kingston ,HX430C15SB2K2/16 ,DDR4-3000 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Black ,10 ns ,15 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
Kingston Savage 8 GB,Kingston ,HX430C15SB2K2/8 ,DDR4-3000 ,288-pin DIMM (DDR4) ,2 x 4GB ,,Black ,10 ns ,15 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
Kingston Savage 16 GB,Kingston ,HX430C15SB2K4/16 ,DDR4-3000 ,288-pin DIMM (DDR4) ,4 x 4GB ,,Black ,10 ns ,15 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
Kingston Savage 32 GB,Kingston ,HX430C15SB2K4/32 ,DDR4-2400 ,288-pin DIMM (DDR4) ,4 x 8GB ,,Black ,10 ns ,12 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
Kingston ValueRAM 8 GB,Kingston ,KVR21E15D8/8 ,DDR4-2133 ,288-pin DIMM (DDR4) ,1 x 8GB ,,Black / Green ,14.065 ns ,15 ,1.2 V ,,ECC / Unbuffered ,No 
Kingston ValueRAM 4 GB,Kingston ,KVR21E15S8/4 ,DDR4-2133 ,288-pin DIMM (DDR4) ,1 x 4GB ,,Black / Green ,14.065 ns ,15 ,1.2 V ,,ECC / Unbuffered ,No 
Kingston KVR21R15D8/8I 8 GB,Kingston ,KVR21R15D8/8I ,DDR4-2133 ,288-pin DIMM (DDR4) ,1 x 8GB ,,Black / Green ,14.065 ns ,15 ,1.2 V ,,ECC / Registered ,No 
TEAMGROUP Dark Pro 16 GB,TEAMGROUP ,TDPRD416G3000HC15ADC ,DDR4-3000 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Black / Red ,10 ns ,15 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
TEAMGROUP Dark Pro 16 GB,TEAMGROUP ,TDPRD416G3200HC16ADC ,DDR4-3200 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Black / Red ,10 ns ,16 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
TEAMGROUP Dark Pro 16 GB,TEAMGROUP ,TDPRD416G3333HC17CDC ,DDR4-3333 ,288-pin DIMM (DDR4) ,2 x 8GB ,,Black / Red ,10.201 ns ,17 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
TEAMGROUP Dark Pro 8 GB,TEAMGROUP ,TDPRD48G3000HC15ADC0 ,DDR4-3000 ,288-pin DIMM (DDR4) ,2 x 4GB ,,Black / Red ,10 ns ,15 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
TEAMGROUP Dark Pro 8 GB,TEAMGROUP ,TDPRD48G3200HC16ADC0 ,DDR4-3200 ,288-pin DIMM (DDR4) ,2 x 4GB ,,Black / Red ,10 ns ,16 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
TEAMGROUP Dark Pro 8 GB,TEAMGROUP ,TDPRD48G3333HC17CDC0 ,DDR4-3333 ,288-pin DIMM (DDR4) ,2 x 4GB ,,Black / Red ,10.201 ns ,17 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
Corsair Dominator Platinum 16 GB,Corsair ,CMD16GX4M4B2400C10 ,DDR4-2400 ,288-pin DIMM (DDR4) ,4 x 4GB ,,Black / Silver ,12.5 ns ,15 ,1.35 V ,15-15-15-36 ,Non-ECC / Unbuffered ,Yes 
Corsair Dominator Platinum 32 GB,Corsair ,CMD32GX4M4B2133C10 ,DDR4-2133 ,288-pin DIMM (DDR4) ,4 x 8GB ,,Black / Silver ,14.065 ns ,15 ,1.35 V ,15-15-15-36 ,Non-ECC / Unbuffered ,Yes 
Corsair Dominator Platinum 32 GB,Corsair ,CMD32GX4M4B2400C10 ,DDR4-2400 ,288-pin DIMM (DDR4) ,4 x 8GB ,,Black / Silver ,12.5 ns ,15 ,1.35 V ,15-15-15-36 ,Non-ECC / Unbuffered ,Yes 
Corsair Dominator Platinum 64 GB,Corsair ,CMD64GX4M4B3333C16 ,DDR4-3333 ,288-pin DIMM (DDR4) ,4 x 16GB ,,Black / Silver ,9.601 ns ,16 ,1.35 V ,16-18-18-36 ,Non-ECC / Unbuffered ,Yes 
Corsair Dominator Platinum 8 GB,Corsair ,CMD8GX4M2B3733C17 ,DDR4-3733 ,288-pin DIMM (DDR4) ,2 x 4GB ,,Black / Silver ,9.108 ns ,17 ,1.35 V ,17-19-19-39 ,Non-ECC / Unbuffered ,Yes 
Crucial Ballistix Tactical 8 GB,Crucial ,BLT2K4G3D21BCT1J ,DDR3-2133 ,240-pin DIMM (DDR3) ,2 x 4GB ,,Yellow ,10.314 ns ,11 ,1.65 V ,,Non-ECC / Unbuffered ,Yes 
Crucial Ballistix Tactical 16 GB,Crucial ,BLT2K8G3D21BCT1 ,DDR3-2133 ,240-pin DIMM (DDR3) ,2 x 8GB ,,Yellow ,10.314 ns ,11 ,1.65 V ,,Non-ECC / Unbuffered ,Yes 
Crucial CT2K8G3ERVLD8160B 16 GB,Crucial ,CT2K8G3ERVLD8160B ,DDR3-1600 ,240-pin DIMM (DDR3) ,2 x 8GB ,,Black ,13.75 ns ,11 ,1.35 V ,,ECC / Registered ,No 
Crucial CT2KIT51272BA186DJ 8 GB,Crucial ,CT2KIT51272BA186DJ ,DDR3-1866 ,240-pin DIMM (DDR3) ,2 x 4GB ,,Black / Green ,13.934 ns ,13 ,1.5 V ,,ECC / Unbuffered ,No 
G.Skill Trident Z 64 GB,G.Skill ,F4-3000C14Q2-64GTZ ,DDR4-3000 ,288-pin DIMM (DDR4) ,8 x 8GB ,,Red / Silver ,9.333 ns ,14 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
G.Skill Ripjaws V 64 GB,G.Skill ,F4-3000C14Q2-64GVK ,DDR4-3000 ,288-pin DIMM (DDR4) ,8 x 8GB ,,Black ,9.333 ns ,14 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
G.Skill Ripjaws V 64 GB,G.Skill ,F4-3000C15Q2-64GVR ,DDR4-3000 ,288-pin DIMM (DDR4) ,8 x 8GB ,,Red ,10 ns ,15 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
G.Skill Trident Z 64 GB,G.Skill ,F4-3200C14Q2-64GTZ ,DDR4-3200 ,288-pin DIMM (DDR4) ,8 x 8GB ,,Red / Silver ,8.75 ns ,14 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
G.Skill Ripjaws V 64 GB,G.Skill ,F4-3200C14Q2-64GVK ,DDR4-3200 ,288-pin DIMM (DDR4) ,8 x 8GB ,,Black ,8.75 ns ,14 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
G.Skill Ripjaws V 64 GB,G.Skill ,F4-3200C15Q2-64GVR ,DDR4-3200 ,288-pin DIMM (DDR4) ,8 x 8GB ,,Red ,9.375 ns ,15 ,1.35 V ,,Non-ECC / Unbuffered ,Yes 
