Name,URL,Image,Core Count,Performance Core Clock,Performance Core Boost Clock,Microarchitecture,TDP,Integrated Graphics,Price
Intel Pentium E2180,https://pcpartpicker.com/product/ZMH323/intel-cpu-hh80557pg0411m,https://images-na.ssl-images-amazon.com/images/I/416MYM-QgEL.jpg,2,2 GHz,,Core,65 W,None,
Intel Core 2 Duo E4400,https://pcpartpicker.com/product/yMH323/intel-cpu-bx80557e4400,https://m.media-amazon.com/images/I/51yGM0zTDqL.jpg,2,2 GHz,,Core,65 W,None,
Intel Core 2 Duo E4400,https://pcpartpicker.com/product/dkZQzy/intel-cpu-hh80557pg0412m,https://cdna.pcpartpicker.com/static/forever/images/product/cf5b12a7ff32834e615329189af10831.256p.jpg,2,2 GHz,,Core,65 W,None,
Intel Pentium E5300,https://pcpartpicker.com/product/pTfp99/intel-cpu-at80571pg0642ml,https://m.media-amazon.com/images/I/41ricmKHdjL.jpg,2,2.6 GHz,,Wolfdale,65 W,None,79.40
Intel Pentium E6300,https://pcpartpicker.com/product/3PkD4D/intel-cpu-bx80571e6300,/static/forever/img/no-image.png,2,2.8 GHz,,Wolfdale,65 W,None,
Intel Core 2 Duo E6700,https://pcpartpicker.com/product/TKTmP6/intel-cpu-bx805576700,https://images-na.ssl-images-amazon.com/images/I/31N3Y2E3Q9L.jpg,2,2.66 GHz,,Core,65 W,None,
Intel Core 2 Duo E7300,https://pcpartpicker.com/product/wWsKHx/intel-cpu-eu80571ph0673m,https://cdna.pcpartpicker.com/static/forever/images/product/0ce96ac1818c47c739db32a18461ef4f.256p.jpg,2,2.66 GHz,,Wolfdale,65 W,None,
Intel Core 2 Duo E7400,https://pcpartpicker.com/product/DYZQzy/intel-cpu-at80571ph0723m,https://cdna.pcpartpicker.com/static/forever/images/product/0354bc5818ac58069358e5324d7b4cc1.256p.jpg,2,2.8 GHz,,Wolfdale,65 W,None,
Intel Core 2 Duo E7400,https://pcpartpicker.com/product/CTfp99/intel-cpu-at80571ph0723ml,/static/forever/img/no-image.png,2,2.8 GHz,,Wolfdale,65 W,None,
Intel Core 2 Duo E7400,https://pcpartpicker.com/product/cwbp99/intel-cpu-bx80571e7400,https://images-na.ssl-images-amazon.com/images/I/51jebL-jt1L.jpg,2,2.8 GHz,,Wolfdale,65 W,None,
Intel Core 2 Duo E7500,https://pcpartpicker.com/product/yhXfrH/intel-cpu-at80571ph0773ml,/static/forever/img/no-image.png,2,2.93 GHz,,Wolfdale,65 W,None,
Intel Core 2 Duo E8200,https://pcpartpicker.com/product/X8ckcf/intel-cpu-bx80570e8200,https://m.media-amazon.com/images/I/51D1YDrqunL.jpg,2,2.66 GHz,,Wolfdale,65 W,None,
Intel Core i7-965 Extreme Edition,https://pcpartpicker.com/product/7t2kcf/intel-cpu-at80601000918aa,/static/forever/img/no-image.png,4,3.2 GHz,,Nehalem,130 W,None,
Intel Core 2 Quad Q6700,https://pcpartpicker.com/product/Wgfp99/intel-cpu-hh80562ph0678mk,/static/forever/img/no-image.png,4,2.66 GHz,,Core,100 W,None,
Intel Core 2 Quad Q8300,https://pcpartpicker.com/product/4HFPxr/intel-cpu-bx80580q8300,https://m.media-amazon.com/images/I/212G+KE1yCL.jpg,4,2.5 GHz,,Yorkfield,95 W,None,
Intel Core 2 Quad Q9400S,https://pcpartpicker.com/product/c9H323/intel-cpu-bx80580q9400s,https://cdna.pcpartpicker.com/static/forever/images/product/87e3f1d731eea64ce1d510a430193342.256p.jpg,4,2.66 GHz,,Yorkfield,65 W,None,
Intel Core 2 Quad Q9450,https://pcpartpicker.com/product/y6fp99/intel-cpu-eu80569pj067n,https://m.media-amazon.com/images/I/418wHguTY7L.jpg,4,2.66 GHz,,Yorkfield,95 W,None,
Intel Core 2 Quad Q9550,https://pcpartpicker.com/product/vBR48d/intel-cpu-at80569pj073n,/static/forever/img/no-image.png,4,2.83 GHz,,Yorkfield,95 W,None,
Intel Core 2 Extreme QX9650,https://pcpartpicker.com/product/mbYXsY/intel-cpu-eu80569xj080nl,/static/forever/img/no-image.png,4,3 GHz,,Yorkfield,130 W,None,
Intel Core 2 Extreme QX9770,https://pcpartpicker.com/product/x7bp99/intel-cpu-eu80569xl088nl,/static/forever/img/no-image.png,4,3.2 GHz,,Yorkfield,136 W,None,
Intel Core 2 Extreme QX9775,https://pcpartpicker.com/product/b7bp99/intel-cpu-eu80574xl088n,/static/forever/img/no-image.png,4,3.2 GHz,,Yorkfield,150 W,None,
Intel Core 2 Extreme X6800,https://pcpartpicker.com/product/T2DwrH/intel-cpu-hh80557ph0774m,/static/forever/img/no-image.png,2,2.93 GHz,,Core,75 W,None,
AMD Phenom II X4 940 Black,https://pcpartpicker.com/product/htfp99/amd-cpu-hdz940xcj4dgi,/static/forever/img/no-image.png,4,3 GHz,,K10,125 W,None,
AMD Phenom II X2 545,https://pcpartpicker.com/product/86zv6h/amd-cpu-hdx545wfk2dgi,/static/forever/img/no-image.png,2,3 GHz,,K10,80 W,None,
AMD Phenom II X2 560 Black,https://pcpartpicker.com/product/Y6zv6h/amd-cpu-hdz560wfgmbox,https://m.media-amazon.com/images/I/51u-jCP2BgL.jpg,2,3.3 GHz,,K10,80 W,None,
Intel Pentium E5500,https://pcpartpicker.com/product/ZxJwrH/intel-cpu-bx80571e5500,https://m.media-amazon.com/images/I/51SBn4O7H5L.jpg,2,2.8 GHz,,Wolfdale,65 W,None,
Intel Pentium E6700,https://pcpartpicker.com/product/Kpw323/intel-cpu-bx80571e6700,https://m.media-amazon.com/images/I/3166WvKUW6L.jpg,2,3.2 GHz,,Wolfdale,65 W,None,
AMD Phenom II X4 960T Black,https://pcpartpicker.com/product/9jV48d/amd-cpu-hd96ztwfk4dgr,/static/forever/img/no-image.png,4,3 GHz,,K10,95 W,None,
AMD Phenom II X4 925,https://pcpartpicker.com/product/mzV48d/amd-cpu-hdx925wfk4dgm,/static/forever/img/no-image.png,4,2.8 GHz,,K10,95 W,None,
AMD Phenom II X3 720 Black,https://pcpartpicker.com/product/8cDwrH/amd-cpu-hdz720wfk3dgi,/static/forever/img/no-image.png,3,2.8 GHz,,K10,95 W,None,
AMD Sempron 130,https://pcpartpicker.com/product/FnR48d/amd-cpu-sdx130hbk12gq,/static/forever/img/no-image.png,1,2.6 GHz,,K10,45 W,None,
AMD Athlon II X4 631,https://pcpartpicker.com/product/y2yFf7/amd-cpu-ad631xwngxbox,https://cdna.pcpartpicker.com/static/forever/images/product/945a6af1d95431a9e19ea89901fac7d2.256p.jpg,4,2.6 GHz,,Lynx,100 W,None,
AMD FX-6100,https://pcpartpicker.com/product/d7Lypg/amd-cpu-fd6100wmw6kgu,/static/forever/img/no-image.png,6,3.3 GHz,,Bulldozer,95 W,None,
AMD A8-3850,https://pcpartpicker.com/product/Y3TmP6/amd-cpu-ad3850wnz43gx,https://cdna.pcpartpicker.com/static/forever/images/product/9bd975f098c655f7d9fa93738d1f0ef6.med.256p.jpg,4,2.9 GHz,,Lynx,100 W,Radeon HD 6550D,
AMD Athlon II X4 645,https://pcpartpicker.com/product/4fbp99/amd-cpu-adx645wfk42gm,/static/forever/img/no-image.png,4,3.1 GHz,,K10,95 W,None,
AMD Phenom II X4 970,https://pcpartpicker.com/product/LFV48d/amd-cpu-hdz970fbk4dgm,/static/forever/img/no-image.png,4,3.5 GHz,,K10,125 W,None,
Intel Core i5-2380P,https://pcpartpicker.com/product/sxzv6h/intel-cpu-bx80623i52380p,/static/forever/img/no-image.png,4,3.1 GHz,,Sandy Bridge,95 W,None,
AMD Athlon II X2 250,https://pcpartpicker.com/product/7VNp99/amd-cpu-adx250ock23gm,/static/forever/img/no-image.png,2,3 GHz,,K10,65 W,None,
AMD FX-8150,https://pcpartpicker.com/product/DWphP6/amd-cpu-fd8150frguwox,https://m.media-amazon.com/images/I/31pcRmCmFEL.jpg,8,3.6 GHz,,Bulldozer,125 W,None,
Intel Pentium G870,https://pcpartpicker.com/product/PFjG3C/intel-cpu-bx80623g870,https://images-na.ssl-images-amazon.com/images/I/51JJWxLJwOL.jpg,2,3.1 GHz,,Sandy Bridge,65 W,Intel HD Graphics,
Intel Celeron G465,https://pcpartpicker.com/product/pCTmP6/intel-cpu-bx80623g465,/static/forever/img/no-image.png,2,1.9 GHz,,Sandy Bridge,35 W,Intel HD Graphics,
AMD FX-8300,https://pcpartpicker.com/product/8qjG3C/amd-cpu-fd8300wmw8khk,/static/forever/img/no-image.png,8,3.3 GHz,,Piledriver,95 W,None,
Intel Xeon E3-1275,https://pcpartpicker.com/product/CPZQzy/intel-cpu-bx80623e31275,https://m.media-amazon.com/images/I/51F2u+LMhgL.jpg,4,3.4 GHz,,Sandy Bridge,95 W,Intel HD Graphics,376.99
Intel Xeon E3-1280,https://pcpartpicker.com/product/TgGkcf/intel-cpu-bx80623e31280,https://m.media-amazon.com/images/I/31onYqZDgzL.jpg,4,3.5 GHz,,Sandy Bridge,95 W,None,
Intel Pentium G2130,https://pcpartpicker.com/product/3C7wrH/intel-cpu-bx80637g2130,/static/forever/img/no-image.png,2,3.2 GHz,,Ivy Bridge,55 W,Intel HD Graphics,
Intel Pentium G3430,https://pcpartpicker.com/product/3J6BD3/intel-cpu-bx80646g3430,https://m.media-amazon.com/images/I/510qm75moyL.jpg,2,3.3 GHz,,Haswell,54 W,Intel HD Graphics,
Intel Pentium G2140,https://pcpartpicker.com/product/4yjG3C/intel-cpu-bx80637g2140,https://m.media-amazon.com/images/I/51U0cXzYUIL.jpg,2,3.3 GHz,,Ivy Bridge,55 W,Intel HD Graphics,
Intel Celeron G1830,https://pcpartpicker.com/product/dfJwrH/intel-cpu-bx80646g1830,https://m.media-amazon.com/images/I/514NXi5F3mL.jpg,2,2.8 GHz,,Haswell,53 W,Intel HD Graphics,
Intel Xeon E5-2603 V2,https://pcpartpicker.com/product/rT6BD3/intel-cpu-bx80635e52603v2,https://cdna.pcpartpicker.com/static/forever/images/product/2b777979af92e83492d829d47cbb6368.256p.jpg,4,1.8 GHz,,Ivy Bridge,80 W,None,
AMD A4-4020,https://pcpartpicker.com/product/JJsKHx/amd-cpu-ad4020okhlbox,https://m.media-amazon.com/images/I/314BM0PWQ5L.jpg,2,3.2 GHz,3.4 GHz,Piledriver,65 W,Radeon HD 7480D,
AMD 5350,https://pcpartpicker.com/product/9FFPxr/amd-cpu-ad5350jah44hm,/static/forever/img/no-image.png,4,2.05 GHz,,Jaguar,25 W,Radeon HD 8400,
AMD A10-7800,https://pcpartpicker.com/product/JwMFf7/amd-cpu-ad7800ybi44ja,/static/forever/img/no-image.png,4,3.5 GHz,3.9 GHz,Steamroller,65 W,Radeon R7 (on-die),
AMD A10-6700T,https://pcpartpicker.com/product/H3fp99/amd-cpu-ad670tyha44hl,/static/forever/img/no-image.png,4,2.5 GHz,3.5 GHz,Piledriver,45 W,Radeon HD 8650D,
AMD A10-6800K,https://pcpartpicker.com/product/qdNp99/amd-cpu-ad680kwoa44hl,https://cdna.pcpartpicker.com/static/forever/images/product/feb25f2864357fc11abb16e3baff8c19.med.256p.jpg,4,4.1 GHz,,Piledriver,100 W,Radeon HD 8670D,
AMD A10-6800B,https://pcpartpicker.com/product/g3fp99/amd-cpu-ad680bwoa44hl,/static/forever/img/no-image.png,4,4.1 GHz,4.4 GHz,Piledriver,100 W,Radeon HD 8670D,
AMD A10-7850K,https://pcpartpicker.com/product/QyDwrH/amd-cpu-ad785kxbi44ja,/static/forever/img/no-image.png,4,3.7 GHz,4 GHz,Steamroller,95 W,Radeon R7 (on-die),
AMD A10-7700K,https://pcpartpicker.com/product/K72kcf/amd-cpu-ad770kxbi44ja,/static/forever/img/no-image.png,4,3.4 GHz,3.8 GHz,Steamroller,95 W,Radeon R7 (on-die),
AMD A4-3300,https://pcpartpicker.com/product/2r9KHx/amd-a4-3300-25-ghz-dual-core-oemtray-processor-ad3300ojz22gx,/static/forever/img/no-image.png,2,2.5 GHz,,Lynx,65 W,Radeon HD 6410D,
AMD A4-3300,https://pcpartpicker.com/product/rcQypg/amd-cpu-ad3300ojz22hx,/static/forever/img/no-image.png,2,2.5 GHz,,Lynx,65 W,Radeon HD 6410D,
AMD A4-3400,https://pcpartpicker.com/product/kwMFf7/amd-cpu-ad3400ojz22gx,/static/forever/img/no-image.png,2,2.7 GHz,,Lynx,65 W,Radeon HD 6410D,
AMD A4-6300,https://pcpartpicker.com/product/RFw323/amd-cpu-ad6300oka23hl,/static/forever/img/no-image.png,2,3.7 GHz,3.9 GHz,Piledriver,65 W,Radeon HD 8370D,
AMD A4-4000,https://pcpartpicker.com/product/VBQypg/amd-cpu-ad4000oka23hl,/static/forever/img/no-image.png,2,3 GHz,,Piledriver,65 W,Radeon HD 7480D,
AMD A4-3450,https://pcpartpicker.com/product/mxh9TW/amd-cpu-ad3450ojz22hx,/static/forever/img/no-image.png,2,2.9 GHz,,Lynx,65 W,None,
AMD A6-7400K,https://pcpartpicker.com/product/bkkD4D/amd-cpu-ad740kybi23ja,/static/forever/img/no-image.png,2,3.5 GHz,3.9 GHz,Steamroller,65 W,Radeon R5 (on die),
Intel Celeron G470,https://pcpartpicker.com/product/yFQypg/intel-cpu-bx80623g470,/static/forever/img/no-image.png,1,2 GHz,,Sandy Bridge,35 W,Intel HD Graphics,
AMD FX-4100,https://pcpartpicker.com/product/Tr9KHx/amd-cpu-fd4100wmw4kgu,/static/forever/img/no-image.png,4,3.6 GHz,,Bulldozer,95 W,None,
AMD FX-4150,https://pcpartpicker.com/product/Z2qdnQ/amd-cpu-fd4150wmw4kgu,/static/forever/img/no-image.png,4,4 GHz,4.1 GHz,Bulldozer,125 W,None,
AMD FX-4170,https://pcpartpicker.com/product/YWMFf7/amd-cpu-fd4170frw4kgu,/static/forever/img/no-image.png,4,4.2 GHz,,Bulldozer,125 W,None,
AMD FX-6350,https://pcpartpicker.com/product/DzmLrH/amd-cpu-fd6350frw6khk,/static/forever/img/no-image.png,6,3.9 GHz,,Piledriver,125 W,None,
AMD Athlon II X2 221,https://pcpartpicker.com/product/YLW9TW/amd-cpu-ad221xojgxbox,/static/forever/img/no-image.png,2,2.8 GHz,,Lynx,65 W,None,
AMD Athlon II X2 221,https://pcpartpicker.com/product/ZFw323/amd-cpu-ad221xojz22gx,/static/forever/img/no-image.png,2,2.8 GHz,,Lynx,65 W,None,
AMD Athlon II X4 638,https://pcpartpicker.com/product/ndNp99/amd-cpu-ad638xojz43gx,/static/forever/img/no-image.png,4,2.7 GHz,,Lynx,65 W,None,
AMD E2-3200,https://pcpartpicker.com/product/L4XfrH/amd-cpu-ed3200ojz22gx,/static/forever/img/no-image.png,2,2.4 GHz,,Lynx,65 W,Radeon HD 6370D,
Intel Xeon E3-1230 V3,https://pcpartpicker.com/product/KVrG3C/intel-cpu-cm8064601467202,/static/forever/img/no-image.png,4,3.3 GHz,3.7 GHz,Haswell,80 W,None,
Intel Xeon E5-2687W,https://pcpartpicker.com/product/hkkD4D/intel-cpu-cm8062107184308,https://cdna.pcpartpicker.com/static/forever/images/product/e722d681421475648581c166821b84ca.med.256p.jpg,8,3.1 GHz,3.8 GHz,Sandy Bridge,150 W,None,
Intel Xeon E5-2637 V2,https://pcpartpicker.com/product/QKFPxr/intel-cpu-cm8063501520800,https://cdna.pcpartpicker.com/static/forever/images/product/fbdd6ae8942991f3c7f4501eb290999a.med.256p.jpg,4,3.5 GHz,3.8 GHz,Ivy Bridge,130 W,None,
AMD FX-8320E,https://pcpartpicker.com/product/NscMnQ/amd-cpu-fd832ewmw8khk,/static/forever/img/no-image.png,8,3.2 GHz,4 GHz,Piledriver,95 W,None,
AMD FX-8370E,https://pcpartpicker.com/product/G2FXsY/amd-cpu-fd837ewmw8khk,/static/forever/img/no-image.png,8,3.3 GHz,4.3 GHz,Piledriver,95 W,None,
AMD Pro A4-7300B,https://pcpartpicker.com/product/hZx9TW/amd-cpu-ad730boka23hl,/static/forever/img/no-image.png,2,3.8 GHz,4 GHz,Piledriver,65 W,Radeon HD 8470D,
AMD Athlon X2 350,https://pcpartpicker.com/product/zscMnQ/amd-cpu-ad350xoka23hl,/static/forever/img/no-image.png,2,3.5 GHz,3.9 GHz,Piledriver,65 W,None,
AMD Athlon X2 450,https://pcpartpicker.com/product/4mPzK8/amd-cpu-ad450xybi23ja,/static/forever/img/no-image.png,2,3.5 GHz,3.9 GHz,Steamroller,65 W,None,
AMD Phenom II X4 B99,https://pcpartpicker.com/product/fttWGX/amd-cpu-hdxb99wfk4dgm,/static/forever/img/no-image.png,4,3.3 GHz,,K10,95 W,None,
Intel Pentium G3250,https://pcpartpicker.com/product/LKH48d/intel-cpu-cm8064601482514,/static/forever/img/no-image.png,2,3.2 GHz,,Haswell Refresh,53 W,Intel HD Graphics,
Intel Pentium G3250,https://pcpartpicker.com/product/NTwqqs/intel-cpu-cm8064601562019,/static/forever/img/no-image.png,2,3.2 GHz,,Haswell Refresh,53 W,Intel HD Graphics,
Intel Xeon E5-2609 V3,https://pcpartpicker.com/product/qXs8TW/intel-cpu-cm8064401850800,/static/forever/img/no-image.png,6,1.9 GHz,,Haswell,85 W,None,
Intel Xeon E5-2695 V3,https://pcpartpicker.com/product/Bqqbt6/intel-cpu-bx80644e52695v3,https://m.media-amazon.com/images/I/51rLr1NagHL.jpg,14,2.3 GHz,3.3 GHz,Haswell,120 W,None,
AMD Phenom II X6 1065T,https://pcpartpicker.com/product/pQ7CmG/amd-cpu-hdt65twfrbox,/static/forever/img/no-image.png,6,2.7 GHz,,K10,95 W,None,
Intel Core i3-3240,https://pcpartpicker.com/product/P7YWGX/intel-cpu-cm8063701137900,/static/forever/img/no-image.png,2,3.4 GHz,,Ivy Bridge,55 W,Intel HD Graphics 2500,
Intel Xeon E5-2603 V2,https://pcpartpicker.com/product/M72kcf/intel-cpu-cm8063501375902,/static/forever/img/no-image.png,4,1.8 GHz,,Ivy Bridge,80 W,None,
Intel Xeon E3-1245 V3,https://pcpartpicker.com/product/xj8Zxr/intel-cpu-cm8064601466509,/static/forever/img/no-image.png,4,3.4 GHz,3.8 GHz,Haswell,84 W,Intel HD Graphics P4600,
Intel Core i5-4570S,https://pcpartpicker.com/product/XbjWGX/intel-cpu-cm8064601465605,https://m.media-amazon.com/images/I/41pb7hOk1yS.jpg,4,2.9 GHz,,Haswell,65 W,Intel HD Graphics 4600,
AMD A10-7870K,https://pcpartpicker.com/product/DBbkcf/amd-cpu-ad787kxdi44jc,https://images-na.ssl-images-amazon.com/images/I/41w1pBPymnL.jpg,4,3.9 GHz,4.1 GHz,Steamroller,95 W,Radeon R7 (on-die),
Intel Core i3-6320,https://pcpartpicker.com/product/qTCrxr/intel-cpu-cm8066201926904,/static/forever/img/no-image.png,2,3.9 GHz,,Skylake,51 W,Intel HD Graphics 530,
Intel Core i3-6300T,https://pcpartpicker.com/product/HdmxFT/intel-cpu-cm8066201927004,https://m.media-amazon.com/images/I/51YefgMhKDL.jpg,2,3.3 GHz,,Skylake,35 W,Intel HD Graphics 530,
Intel Core i5-6600T,https://pcpartpicker.com/product/2p8H99/intel-cpu-bxc80662i56600t,/static/forever/img/no-image.png,4,2.7 GHz,3.5 GHz,Skylake,35 W,Intel HD Graphics 530,
Intel Pentium G4500,https://pcpartpicker.com/product/BNqbt6/intel-cpu-cm8066201927319,https://images-na.ssl-images-amazon.com/images/I/51YefgMhKDL.jpg,2,3.5 GHz,,Skylake,51 W,Intel HD Graphics 530,
Intel Pentium G4520,https://pcpartpicker.com/product/j3tWGX/intel-cpu-cm8066201927407,https://m.media-amazon.com/images/I/51YefgMhKDL.jpg,2,3.6 GHz,,Skylake,51 W,Intel HD Graphics 530,
Intel Pentium G4400T,https://pcpartpicker.com/product/fJbkcf/intel-cpu-cm8066201927506,https://m.media-amazon.com/images/I/51IhEx1JMEL.jpg,2,2.9 GHz,,Skylake,35 W,Intel HD Graphics 510,
Intel Xeon E3-1220 V5,https://pcpartpicker.com/product/4bhj4D/intel-cpu-bx80662e31220v5,https://m.media-amazon.com/images/I/41Wb3UcYZuL.jpg,4,3 GHz,3.5 GHz,Skylake,80 W,None,
Intel Xeon E3-1280 V5,https://pcpartpicker.com/product/468H99/intel-cpu-cm8066201921607,https://cdna.pcpartpicker.com/static/forever/images/product/eebdb4ae111a91526f78c386fcbd04f2.256p.jpg,4,3.7 GHz,4 GHz,Skylake,80 W,None,
AMD Opteron 6328,https://pcpartpicker.com/product/NHCwrH/amd-cpu-os6328wkt8ghkwof,/static/forever/img/no-image.png,8,3.2 GHz,3.8 GHz,Piledriver,115 W,None,
AMD Athlon X4 880K,https://pcpartpicker.com/product/RrDzK8/amd-cpu-ad880kxbi44jc,/static/forever/img/no-image.png,4,4 GHz,4.2 GHz,Steamroller,95 W,None,
Intel Core i7-6950X,https://pcpartpicker.com/product/wGL7YJ/intel-cpu-bxc80671i76950x,/static/forever/img/no-image.png,10,3 GHz,3.5 GHz,Broadwell,140 W,None,
Intel Core i5-7600T,https://pcpartpicker.com/product/fjKhP6/intel-core-i5-7600t-28ghz-quad-core-processor-bxc80677i57600t,/static/forever/img/no-image.png,4,2.8 GHz,3.7 GHz,Kaby Lake,35 W,Intel HD Graphics 630,
Intel Core i9-7900X,https://pcpartpicker.com/product/MG8H99/intel-core-i9-7900x-33ghz-10-core-processor-bxc80673i97900x,/static/forever/img/no-image.png,10,3.3 GHz,4.5 GHz,Skylake,140 W,None,
AMD A8-7670K,https://pcpartpicker.com/product/y2mxFT/amd-a8-7670k-36ghz-quad-core-processor-ad767kxbjcsbx,https://cdna.pcpartpicker.com/static/forever/images/product/fab40664f5f2cefbf2612c234817e3e8.256p.jpg,4,3.6 GHz,3.9 GHz,Steamroller,95 W,Radeon R7 (on-die),
Intel Xeon E3-1270 V6,https://pcpartpicker.com/product/qJYWGX/intel-xeon-e3-1270-v6-38ghz-quad-core-processor-bx80677e31270v6,https://cdna.pcpartpicker.com/static/forever/images/product/527689a6c15ca46365a5c1fa0804c613.256p.jpg,4,3.8 GHz,4.2 GHz,Kaby Lake,72 W,None,
AMD A6-9550,https://pcpartpicker.com/product/BpZ2FT/amd-a6-9550-38ghz-dual-core-oemtray-processor-ad9550agm23ab,/static/forever/img/no-image.png,2,3.8 GHz,4 GHz,Excavator,65 W,Radeon R5 (on die),
AMD Athlon X4 940,https://pcpartpicker.com/product/YCs8TW/amd-athlon-x4-940-32ghz-quad-core-processor-ad940xagabbox,/static/forever/img/no-image.png,4,3.2 GHz,3.6 GHz,Excavator,65 W,None,
Intel Core i5-3550S,https://pcpartpicker.com/product/sMPfrH/intel-core-i5-3550s-30ghz-quad-core-oemtray-processor-cm8063701095203,/static/forever/img/no-image.png,4,3 GHz,3.7 GHz,Ivy Bridge,65 W,Intel HD Graphics 2500,
Intel Core i7-870S,https://pcpartpicker.com/product/92kj4D/intel-core-i7-870s-267ghz-quad-core-oemtray-processor-bv80605004494ab,/static/forever/img/no-image.png,4,2.667 GHz,,Nehalem,82 W,None,
Intel Core i7-870S,https://pcpartpicker.com/product/7Gkj4D/intel-core-i7-870s-267ghz-quad-core-processor-bx80605i7870s,/static/forever/img/no-image.png,4,2.667 GHz,,Nehalem,82 W,None,
Intel Core i3-4360,https://pcpartpicker.com/product/pNzkcf/intel-core-i3-4360-37ghz-dual-core-oemtray-processor-cm8064601482461,/static/forever/img/no-image.png,2,3.7 GHz,,Haswell Refresh,54 W,Intel HD Graphics 4600,
Intel Core i9-9820X,https://pcpartpicker.com/product/KnDJ7P/intel-core-i9-9820x-33-ghz-10-core-oemtray-processor-cd8067304126901,https://images-na.ssl-images-amazon.com/images/I/41TGczc%2BmLL.jpg,10,3.3 GHz,4.1 GHz,Skylake,165 W,None,
Intel Xeon E5-2665,https://pcpartpicker.com/product/CHm323/intel-xeon-e5-2665-24-ghz-8-core-oemtray-processor-cm8062101143101,https://m.media-amazon.com/images/I/41j9y0rL2SL.jpg,8,2.4 GHz,3.1 GHz,Sandy Bridge,115 W,None,
Intel Xeon E5-2660,https://pcpartpicker.com/product/JcDJ7P/intel-xeon-e5-2660-22-ghz-8-core-oemtray-processor-sr0kk,https://cdna.pcpartpicker.com/static/forever/images/product/25b16e88bcddb8f6ba75f53e74bb4bb3.256p.jpg,8,2.2 GHz,3 GHz,Sandy Bridge,95 W,None,
Intel Core i3-9320,https://pcpartpicker.com/product/qp9tt6/intel-core-i3-9320-37-ghz-quad-core-processor-bx80684i39320,https://cdna.pcpartpicker.com/static/forever/images/product/877c0eccd6e14982bb378fd9cf884f1f.256p.jpg,4,3.7 GHz,4.4 GHz,Coffee Lake Refresh,62 W,None,
Intel Xeon E-2176G,https://pcpartpicker.com/product/DYF48d/intel-xeon-e-2176g-37-thz-6-core-oemtray-processor-cm8068403380018,https://cdna.pcpartpicker.com/static/forever/images/product/16c5639a1b2ee40e36e80bfb3a2035a6.256p.jpg,6,3.7 GHz,4.7 GHz,Coffee Lake,80 W,Intel HD Graphics P630,
Intel Xeon E-2174G,https://pcpartpicker.com/product/Rsw7YJ/intel-xeon-e-2174g-38-thz-quad-core-processor-bx80684e2174g,/static/forever/img/no-image.png,4,3.8 GHz,4.7 GHz,Coffee Lake,71 W,Intel HD Graphics P630,
Intel Pentium Gold G6600,https://pcpartpicker.com/product/sX9tt6/intel-pentium-gold-g6600-42-ghz-dual-core-oemtray-processor-cm8070104291510,https://cdna.pcpartpicker.com/static/forever/images/product/f0759a4959e5c1e33d989ec46262c6b6.256p.jpg,2,4.2 GHz,,Comet Lake,58 W,Intel UHD Graphics 630,
AMD Athlon II X2 260,https://pcpartpicker.com/product/J3JwrH/amd-cpu-adx260ocgmbox,https://m.media-amazon.com/images/I/41J8zS9CXJL.jpg,2,3.2 GHz,,K10,65 W,None,
Intel Celeron 430,https://pcpartpicker.com/product/pPkD4D/intel-cpu-bx50887430,/static/forever/img/no-image.png,1,1.8 GHz,,Core,35 W,None,
AMD Athlon II X3 435,https://pcpartpicker.com/product/qZmLrH/amd-cpu-adx435wfgibox,https://images-na.ssl-images-amazon.com/images/I/416PLWd07rL.jpg,3,2.9 GHz,,K10,95 W,None,
AMD Athlon II X3 435,https://pcpartpicker.com/product/Kt2kcf/amd-cpu-adx435wfgmbox,/static/forever/img/no-image.png,3,2.9 GHz,,K10,95 W,None,
AMD Athlon II X3 440,https://pcpartpicker.com/product/QHFPxr/amd-cpu-adx440wfgibox,/static/forever/img/no-image.png,3,3 GHz,,K10,95 W,None,
AMD Athlon II X3 440,https://pcpartpicker.com/product/F2DwrH/amd-cpu-adx440wfgmbox,https://m.media-amazon.com/images/I/41FJTqnfPiL.jpg,3,3 GHz,,K10,95 W,None,
Intel Celeron 450,https://pcpartpicker.com/product/7LNp99/intel-cpu-hh80557rg049512,/static/forever/img/no-image.png,1,2.2 GHz,,Core,35 W,None,
AMD Athlon II X4 635,https://pcpartpicker.com/product/2yNp99/amd-cpu-adx635wfgibox,https://images-na.ssl-images-amazon.com/images/I/41xe08VaSJL.jpg,4,2.9 GHz,,K10,95 W,None,
AMD Athlon II X4 635,https://pcpartpicker.com/product/bMH323/amd-cpu-adx635wfgmbox,https://m.media-amazon.com/images/I/21Va-Osje0L.jpg,4,2.9 GHz,,K10,95 W,None,
AMD Phenom II X4 805,https://pcpartpicker.com/product/zDvRsY/amd-cpu-hdx805wfgibox,/static/forever/img/no-image.png,4,2.5 GHz,,K10,95 W,None,
AMD Phenom II X4 910,https://pcpartpicker.com/product/TyNp99/amd-cpu-hdx910wfgibox,/static/forever/img/no-image.png,4,2.6 GHz,,K10,95 W,None,
AMD Athlon II X2 260u,https://pcpartpicker.com/product/sGFPxr/amd-cpu-ad260usck23gq,/static/forever/img/no-image.png,2,1.8 GHz,,K10,25 W,None,
